time_spent_sec,page_stage,device_type,delivery_zone,cart_value,cart_items_count,delivery_eta_days,coupon_status,is_returning_user,idle_seconds,abandoned
71,3,0,1,2628,4,4,2,1,16,1
80,3,0,1,1297,4,4,2,0,2,1
120,0,3,0,5563,5,1,2,0,5,0
103,3,0,0,1148,1,1,0,0,1,0
104,3,1,0,3340,5,1,2,0,12,1
33,2,0,2,886,2,2,2,1,14,0
61,1,1,0,4978,5,3,1,1,13,1
82,1,0,0,735,1,1,2,1,11,0
117,0,0,0,1163,2,3,2,0,12,0
27,3,4,0,1280,4,2,0,0,0,0
29,0,1,2,2304,3,4,2,1,1,0
44,2,0,2,1092,2,3,2,0,3,0
55,3,0,0,3187,5,1,2,1,4,1
50,0,2,2,4605,5,3,2,1,4,0
73,3,0,2,812,1,3,2,1,2,0
59,3,0,0,706,1,1,0,1,11,0
63,2,0,0,427,3,1,2,1,12,0
72,0,1,1,2085,5,4,1,0,15,1
30,2,0,0,1310,3,2,1,0,13,0
32,1,1,1,1075,4,3,2,0,16,1
59,1,0,0,4261,5,3,0,0,22,0
70,2,4,2,1600,2,4,2,0,13,1
108,0,0,0,738,4,2,2,1,10,0
41,0,1,0,4732,5,2,2,0,10,1
48,1,0,0,2978,3,1,0,0,25,0
60,0,4,0,946,1,3,0,1,9,0
111,3,1,1,3117,3,4,1,0,0,1
37,3,0,0,4548,4,3,2,0,7,1
104,1,4,1,3290,4,3,1,1,18,0
77,0,0,2,2141,2,2,1,1,7,0
49,0,0,0,5445,5,2,2,1,17,1
73,1,4,0,1167,1,1,2,1,21,0
93,0,1,2,2657,5,3,2,1,7,1
15,3,1,0,804,1,1,1,0,8,0
112,3,1,2,4936,5,4,2,1,16,1
107,3,4,0,629,1,3,2,0,12,0
77,0,0,0,1164,5,2,2,0,15,1
88,1,4,0,354,5,1,1,1,10,0
82,0,0,0,1642,2,3,1,0,7,0
48,3,4,0,4202,4,3,2,0,14,0
44,3,0,2,2368,2,3,0,0,17,0
20,0,1,0,3091,3,3,2,1,8,0
16,3,0,2,1961,3,3,2,0,8,0
96,2,1,0,775,3,2,2,1,17,0
18,1,0,0,995,1,3,2,1,17,1
12,3,0,0,5059,5,1,2,0,11,1
44,3,1,0,2102,3,2,2,0,17,0
104,3,4,1,1877,2,3,2,1,1,1
44,2,1,2,560,2,2,2,1,9,0
118,2,4,1,2077,2,4,1,1,5,0
63,0,0,0,506,1,3,0,0,2,0
77,3,1,0,2720,4,2,2,0,6,1
87,2,1,0,1063,2,2,1,0,5,0
28,0,1,2,744,1,2,1,1,13,0
89,1,4,0,404,2,3,1,0,21,0
117,2,0,1,1504,4,4,2,0,8,1
52,0,0,1,2365,5,3,2,0,12,0
54,0,0,1,430,1,4,2,1,14,0
67,1,4,2,2190,2,2,0,1,14,0
50,3,0,2,2547,3,4,0,1,14,1
46,2,0,0,591,1,2,1,1,7,0
32,3,4,0,3284,3,3,1,1,13,0
44,0,3,2,545,2,4,0,0,14,0
38,2,0,1,2871,5,5,1,0,2,1
118,1,1,0,383,3,3,1,1,20,1
28,3,1,0,3997,5,1,0,0,10,0
78,0,4,1,3880,4,3,1,0,5,0
19,0,1,2,1626,3,4,2,0,12,0
31,1,3,0,3965,4,3,1,0,7,0
44,2,4,2,2063,2,3,0,0,18,1
104,0,1,0,5186,5,2,1,0,8,0
56,3,0,1,2073,5,3,2,0,7,0
102,1,0,1,2066,3,3,2,1,14,0
33,1,0,0,444,2,2,0,0,8,0
14,1,4,0,3856,4,3,1,1,21,1
52,2,0,0,829,3,2,2,0,9,0
32,2,4,1,2784,5,3,0,1,17,0
50,2,4,1,4321,4,5,0,1,9,0
68,2,4,0,1655,5,1,2,1,18,0
66,2,1,0,1447,4,3,1,1,9,0
23,1,0,0,3310,3,3,2,0,9,0
111,0,0,0,2622,4,1,2,1,8,0
98,1,1,0,757,2,1,2,0,5,0
97,2,4,1,785,1,3,2,0,8,1
52,2,0,0,1723,5,2,0,0,16,1
102,2,1,0,320,2,3,1,1,1,0
76,1,2,2,615,3,4,0,1,15,1
54,3,0,2,5121,5,4,2,0,18,1
47,0,4,2,800,1,2,1,1,16,0
112,2,0,2,1060,1,4,2,0,10,1
89,0,4,0,1735,2,2,0,1,4,0
97,3,0,1,1215,5,3,1,0,17,0
76,1,0,0,1141,4,2,0,1,21,1
75,2,0,1,2858,3,4,1,1,0,0
10,2,1,0,1078,1,2,0,0,5,0
67,1,0,2,468,1,3,2,0,18,0
106,2,1,0,4301,4,2,1,1,14,1
106,0,4,2,963,3,4,2,1,4,1
18,1,1,0,2530,5,3,2,0,19,1
103,3,0,0,622,1,2,2,0,12,0
21,2,1,0,3868,4,1,1,0,10,0
38,3,1,0,663,1,1,1,1,6,0
44,0,3,0,1069,2,2,2,0,11,0
46,2,0,0,870,4,1,0,0,0,0
89,0,1,2,1265,5,4,1,1,9,0
66,0,4,0,567,1,2,2,0,8,0
30,2,0,0,4165,5,1,0,0,11,1
87,1,4,0,622,2,1,1,1,23,0
67,3,4,1,789,1,3,1,0,16,0
66,3,2,2,3582,4,2,1,1,4,0
111,2,3,2,1062,3,3,0,0,14,0
73,3,4,0,308,1,1,0,0,15,0
13,1,4,0,2105,2,2,2,0,20,1
25,3,1,1,1058,1,4,1,0,5,1
43,1,1,1,3553,3,4,2,1,17,1
24,1,4,2,3077,5,2,1,0,21,0
54,3,1,0,535,5,1,0,1,11,0
42,1,4,0,1573,2,3,0,0,13,0
59,3,4,0,1834,2,1,2,1,10,0
48,3,4,0,4684,5,2,1,0,3,0
75,0,4,1,2965,3,4,2,1,10,0
36,3,1,2,2019,3,2,2,0,15,0
43,1,2,0,4440,5,1,2,1,11,0
10,0,0,0,1401,3,2,2,1,2,0
82,3,0,2,1502,2,2,1,0,4,0
56,1,1,1,1275,4,5,0,1,24,1
48,3,0,0,740,1,1,0,0,10,0
112,1,0,0,1949,2,2,2,1,21,0
82,2,1,0,4060,5,3,1,1,16,0
43,1,1,0,2041,2,2,1,0,14,0
54,2,1,1,1862,3,4,0,1,9,0
18,3,1,0,1977,5,3,0,0,11,1
15,3,1,0,853,2,2,2,0,2,0
115,1,0,2,2873,3,4,0,1,8,0
75,1,1,0,738,2,3,1,0,5,0
66,0,1,2,1405,3,2,0,1,1,0
71,3,1,0,2310,3,1,1,0,11,0
26,3,4,0,626,1,1,1,1,16,0
72,0,1,0,668,5,1,2,1,4,0
51,2,4,0,5451,5,2,1,1,13,0
88,0,4,2,4308,4,4,0,1,8,0
14,2,1,2,3545,5,4,1,1,9,0
63,1,2,1,462,1,3,1,1,17,1
80,3,1,2,396,5,2,0,0,18,0
41,0,1,0,3542,5,2,1,1,11,0
14,0,1,1,412,1,5,2,0,4,1
29,3,0,1,2060,2,4,1,1,5,0
72,3,4,2,1045,2,3,2,0,10,0
30,3,0,2,1251,2,4,1,0,2,0
15,0,0,0,2844,3,1,0,1,5,0
111,3,1,0,2876,3,2,1,1,17,0
90,3,0,2,1562,4,4,2,1,11,0
71,1,0,1,1485,5,3,0,1,25,0
89,3,0,0,300,2,1,0,0,16,0
107,1,4,0,575,1,1,0,1,19,0
90,1,4,1,1209,5,5,0,0,17,1
90,3,2,2,4565,4,2,2,1,7,1
75,1,1,0,1927,2,1,2,1,25,0
47,3,4,2,656,1,4,0,1,1,0
93,3,1,1,3191,4,5,1,1,4,1
20,2,3,2,1481,3,3,2,0,3,0
19,0,2,2,728,2,3,1,0,14,0
81,3,0,0,1284,2,1,0,0,11,0
120,3,0,2,1131,4,3,0,0,17,0
94,0,0,1,1224,3,4,0,0,17,0
42,1,3,0,1826,5,1,1,0,20,1
84,3,0,2,1747,4,2,0,1,1,0
68,0,0,1,1971,3,5,2,0,10,0
77,3,0,0,1660,2,1,2,1,16,0
52,3,0,0,770,4,3,0,1,16,0
36,0,4,1,3536,4,4,0,0,18,1
60,3,4,2,3985,4,4,2,1,5,1
95,0,2,1,3218,5,5,0,1,13,1
80,3,0,2,706,2,2,2,1,0,1
35,0,1,0,1342,3,1,2,1,17,1
29,2,4,1,4281,5,3,0,0,1,0
89,0,0,1,3288,3,4,2,0,2,1
104,0,0,0,847,1,3,1,1,3,0
104,0,4,2,2126,2,4,1,0,14,0
64,3,0,2,1551,4,3,0,0,6,1
69,3,4,0,441,1,3,0,0,11,0
78,0,0,2,1284,2,2,2,1,2,0
110,3,0,0,1300,2,2,0,0,2,0
120,3,0,0,5050,5,1,1,0,16,1
13,0,1,2,4700,5,3,2,1,13,0
113,3,0,1,799,1,3,0,1,10,0
85,1,0,0,2301,2,2,2,1,5,0
49,1,3,0,3159,3,3,1,1,22,0
104,1,4,0,423,1,2,2,1,18,1
84,3,0,0,1507,2,2,2,0,0,0
40,3,2,0,1408,3,3,0,1,8,0
106,1,1,2,1432,2,4,1,1,5,0
15,1,1,1,4856,5,4,2,0,21,1
119,1,1,0,1802,2,3,0,1,12,0
59,3,0,1,2558,4,3,0,1,18,1
94,3,4,2,1390,2,4,1,0,5,0
27,0,2,2,2115,3,4,1,0,11,0
87,2,4,0,332,3,1,1,0,9,0
69,3,1,2,4464,4,2,2,1,15,0
94,1,0,0,1338,4,3,1,0,18,1
97,3,2,1,351,1,5,2,1,16,1
59,0,4,2,1718,2,3,1,1,10,1
44,0,4,2,3258,3,4,0,1,4,1
72,1,0,2,3571,4,2,0,1,11,0
59,1,2,2,2870,3,3,2,0,15,1
119,3,0,1,364,4,3,0,1,2,1
92,1,1,2,615,2,2,1,0,18,1
24,0,0,2,2271,3,3,2,1,0,0
30,3,0,0,320,1,1,2,0,8,0
21,3,0,0,5657,5,1,1,1,5,0
66,3,1,0,342,1,1,1,0,10,0
68,3,4,0,1551,3,3,0,0,6,0
59,0,1,0,916,5,3,1,0,10,1
79,1,0,0,4065,4,3,2,0,7,0
50,2,0,0,994,2,3,1,0,1,0
64,1,0,0,3122,4,1,2,0,9,0
98,0,0,1,721,2,3,1,0,14,0
27,3,0,0,682,1,3,1,0,9,0
49,3,0,2,654,1,4,1,1,8,0
71,3,0,0,1683,2,1,2,0,1,0
48,1,1,0,1214,2,1,2,0,9,0
31,2,1,2,1157,2,4,1,0,1,0
70,1,4,1,514,3,4,2,0,24,1
120,3,0,0,325,1,2,0,0,8,0
107,2,4,0,371,2,3,2,0,11,0
73,0,4,0,480,1,3,2,0,0,0
76,0,1,2,5859,5,3,2,0,4,0
36,1,0,0,505,1,1,1,0,12,1
14,3,4,2,371,1,4,2,0,1,1
72,0,2,1,4226,4,3,1,1,15,1
15,3,0,2,680,4,2,2,0,9,1
81,1,0,0,474,1,3,1,1,10,0
46,3,0,0,3600,3,2,2,0,16,0
97,3,1,0,3092,4,3,0,1,8,0
82,0,1,0,606,2,2,1,0,4,0
94,0,2,1,2790,5,4,2,1,6,1
119,0,0,0,3280,3,2,2,0,1,1
36,1,1,2,4893,5,2,0,1,6,0
60,2,4,0,4506,4,1,2,1,5,1
51,3,0,0,2270,2,3,2,1,3,0
42,2,1,0,330,3,1,0,0,15,0
99,1,1,1,2618,4,4,2,0,12,1
77,0,4,2,2806,3,3,2,1,15,0
68,3,1,1,1549,2,3,1,1,18,0
96,3,0,0,4271,4,3,2,0,8,0
57,3,4,1,2198,2,5,1,1,15,0
74,1,2,0,599,2,2,0,1,14,1
111,2,4,1,743,1,5,1,1,4,0
76,2,1,1,739,1,3,0,1,8,0
34,1,0,2,942,1,3,0,1,18,0
85,1,2,1,5884,5,3,1,1,10,0
57,1,4,0,3332,3,1,0,0,23,0
95,1,4,0,2301,2,1,1,0,7,1
95,1,1,2,327,1,4,0,0,20,1
99,0,4,0,1328,4,1,1,0,1,1
26,2,1,1,722,1,4,2,1,18,1
61,0,1,2,847,1,4,1,0,4,0
27,3,4,0,1275,2,3,1,1,4,0
59,0,0,2,1289,3,4,0,0,8,0
89,1,3,2,2378,3,4,1,1,5,0
14,3,1,0,723,5,2,2,1,12,0
64,3,4,0,920,1,3,2,1,9,0
96,1,0,1,4934,5,3,0,0,15,1
120,3,2,0,4192,4,1,1,0,12,0
93,3,1,2,5093,5,4,0,0,10,0
79,1,1,0,756,1,1,2,1,24,0
90,0,0,0,3962,5,3,2,0,15,0
64,3,1,0,3770,4,1,2,1,4,0
31,3,0,0,863,1,1,1,1,10,0
97,3,1,2,1123,1,4,2,1,10,0
22,2,2,1,1666,5,5,2,1,18,1
19,3,2,0,4552,5,1,1,1,0,1
89,0,0,2,1827,2,3,2,1,7,0
21,1,1,2,1495,2,3,0,1,17,0
71,3,0,0,6000,5,1,0,1,14,0
