time_spent_sec,page_stage,device_type,delivery_zone,cart_value,cart_items_count,delivery_eta_days,coupon_status,is_returning_user,idle_seconds,abandoned
21,home,iphone,metro,3868,4,1,available,0,10,0
38,product,iphone,metro,663,1,1,available,1,6,0
44,cart,tablet,metro,1069,2,2,none,0,11,0
46,home,android,metro,870,4,1,applied,0,0,0
89,cart,iphone,tier2,1265,5,4,available,1,9,0
66,cart,windows,metro,567,1,2,none,0,8,0
30,home,android,metro,4165,5,1,applied,0,11,1
87,checkout,windows,metro,622,2,1,available,1,23,0
67,product,windows,remote,789,1,3,available,0,16,0
66,product,macbook,tier2,3582,4,2,available,1,4,0
111,home,tablet,tier2,1062,3,3,applied,0,14,0
73,product,windows,metro,308,1,1,applied,0,15,0
13,checkout,windows,metro,2105,2,2,none,0,20,1
25,product,iphone,remote,1058,1,4,available,0,5,1
43,checkout,iphone,remote,3553,3,4,none,1,17,1
24,checkout,windows,tier2,3077,5,2,available,0,21,0
54,product,iphone,metro,535,5,1,applied,1,11,0
42,checkout,windows,metro,1573,2,3,applied,0,13,0
59,product,windows,metro,1834,2,1,none,1,10,0
48,product,windows,metro,4684,5,2,available,0,3,0
75,cart,windows,remote,2965,3,4,none,1,10,0
36,product,iphone,tier2,2019,3,2,none,0,15,0
43,checkout,macbook,metro,4440,5,1,none,1,11,0
10,cart,android,metro,1401,3,2,none,1,2,0
82,product,android,tier2,1502,2,2,available,0,4,0
56,checkout,iphone,remote,1275,4,5,applied,1,24,1
48,product,android,metro,740,1,1,applied,0,10,0
112,checkout,android,metro,1949,2,2,none,1,21,0
82,home,iphone,metro,4060,5,3,available,1,16,0
43,checkout,iphone,metro,2041,2,2,available,0,14,0
54,home,iphone,remote,1862,3,4,applied,1,9,0
18,product,iphone,metro,1977,5,3,applied,0,11,1
15,product,iphone,metro,853,2,2,none,0,2,0
115,checkout,android,tier2,2873,3,4,applied,1,8,0
75,checkout,iphone,metro,738,2,3,available,0,5,0
66,cart,iphone,tier2,1405,3,2,applied,1,1,0
71,product,iphone,metro,2310,3,1,available,0,11,0
26,product,windows,metro,626,1,1,available,1,16,0
72,cart,iphone,metro,668,5,1,none,1,4,0
51,home,windows,metro,5451,5,2,available,1,13,0
88,cart,windows,tier2,4308,4,4,applied,1,8,0
14,home,iphone,tier2,3545,5,4,available,1,9,0
63,checkout,macbook,remote,462,1,3,available,1,17,1
80,product,iphone,tier2,396,5,2,applied,0,18,0
41,cart,iphone,metro,3542,5,2,available,1,11,0
14,cart,iphone,remote,412,1,5,none,0,4,1
29,product,android,remote,2060,2,4,available,1,5,0
72,product,windows,tier2,1045,2,3,none,0,10,0
30,product,android,tier2,1251,2,4,available,0,2,0
15,cart,android,metro,2844,3,1,applied,1,5,0
111,product,iphone,metro,2876,3,2,available,1,17,0
90,product,android,tier2,1562,4,4,none,1,11,0
71,checkout,android,remote,1485,5,3,applied,1,25,0
89,product,android,metro,300,2,1,applied,0,16,0
107,checkout,windows,metro,575,1,1,applied,1,19,0
90,checkout,windows,remote,1209,5,5,applied,0,17,1
90,product,macbook,tier2,4565,4,2,none,1,7,1
75,checkout,iphone,metro,1927,2,1,none,1,25,0
47,product,windows,tier2,656,1,4,applied,1,1,0
93,product,iphone,remote,3191,4,5,available,1,4,1
20,home,tablet,tier2,1481,3,3,none,0,3,0
19,cart,macbook,tier2,728,2,3,available,0,14,0
81,product,android,metro,1284,2,1,applied,0,11,0
120,product,android,tier2,1131,4,3,applied,0,17,0
94,cart,android,remote,1224,3,4,applied,0,17,0
42,checkout,tablet,metro,1826,5,1,available,0,20,1
84,product,android,tier2,1747,4,2,applied,1,1,0
68,cart,android,remote,1971,3,5,none,0,10,0
77,product,android,metro,1660,2,1,none,1,16,0
52,product,android,metro,770,4,3,applied,1,16,0
36,cart,windows,remote,3536,4,4,applied,0,18,1
60,product,windows,tier2,3985,4,4,none,1,5,1
95,cart,macbook,remote,3218,5,5,applied,1,13,1
80,product,android,tier2,706,2,2,none,1,0,1
35,cart,iphone,metro,1342,3,1,none,1,17,1
29,home,windows,remote,4281,5,3,applied,0,1,0
89,cart,android,remote,3288,3,4,none,0,2,1
104,cart,android,metro,847,1,3,available,1,3,0
104,cart,windows,tier2,2126,2,4,available,0,14,0
64,product,android,tier2,1551,4,3,applied,0,6,1
69,product,windows,metro,441,1,3,applied,0,11,0
78,cart,android,tier2,1284,2,2,none,1,2,0
110,product,android,metro,1300,2,2,applied,0,2,0
120,product,android,metro,5050,5,1,available,0,16,1
13,cart,iphone,tier2,4700,5,3,none,1,13,0
113,product,android,remote,799,1,3,applied,1,10,0
85,checkout,android,metro,2301,2,2,none,1,5,0
49,checkout,tablet,metro,3159,3,3,available,1,22,0
104,checkout,windows,metro,423,1,2,none,1,18,1
84,product,android,metro,1507,2,2,none,0,0,0
40,product,macbook,metro,1408,3,3,applied,1,8,0
106,checkout,iphone,tier2,1432,2,4,available,1,5,0
15,checkout,iphone,remote,4856,5,4,none,0,21,1
119,checkout,iphone,metro,1802,2,3,applied,1,12,0
59,product,android,remote,2558,4,3,applied,1,18,1
94,product,windows,tier2,1390,2,4,available,0,5,0
27,cart,macbook,tier2,2115,3,4,available,0,11,0
87,home,windows,metro,332,3,1,available,0,9,0
69,product,iphone,tier2,4464,4,2,none,1,15,0
